,State,Area,Year,Pop_Est,Int_Mig_Rate,Dom_Mig_Rate
4785,IL,Morgan County,2015,34542,0.9,-4.6
4786,IL,Morgan County,2016,34194,0.9,-10.2
4787,IL,Morgan County,2017,33798,0.9,-12.0
4788,IL,Moultrie County,2011,14848,0.1,2.8
4789,IL,Moultrie County,2012,14866,0.1,0.7
4790,IL,Moultrie County,2013,14790,0.1,-5.3
4791,IL,Moultrie County,2014,14744,0.1,-4.3
4792,IL,Moultrie County,2015,14733,0.1,0.5
4793,IL,Moultrie County,2016,14599,0.1,-9.2
4794,IL,Moultrie County,2017,14688,0.1,5.1
4795,IL,Ogle County,2011,53065,0.1,-8.3
4796,IL,Ogle County,2012,52790,0.4,-6.5
4797,IL,Ogle County,2013,52299,0.5,-11.1
4798,IL,Ogle County,2014,51967,0.6,-7.7
4799,IL,Ogle County,2015,51598,0.7,-7.9
4800,IL,Ogle County,2016,51168,0.7,-9.4
4801,IL,Ogle County,2017,51063,0.7,-3.6
4802,IL,Peoria County,2011,186667,1.7,-3.4
4803,IL,Peoria County,2012,187192,2.0,-3.6
4804,IL,Peoria County,2013,188454,1.9,-0.1
4805,IL,Peoria County,2014,187442,2.1,-13.0
4806,IL,Peoria County,2015,186520,2.2,-11.7
4807,IL,Peoria County,2016,185296,2.2,-13.3
4808,IL,Peoria County,2017,183011,2.2,-19.1
4809,IL,Perry County,2011,22260,0.9,-1.3
4810,IL,Perry County,2012,21838,0.5,-19.3
4811,IL,Perry County,2013,21706,0.6,-5.2
4812,IL,Perry County,2014,21539,0.5,-7.6
4813,IL,Perry County,2015,21422,0.5,-2.8
4814,IL,Perry County,2016,21382,0.6,-2.9
4815,IL,Perry County,2017,21285,0.6,-4.7
4816,IL,Piatt County,2011,16679,0.1,-2.4
4817,IL,Piatt County,2012,16502,0.2,-10.8
4818,IL,Piatt County,2013,16431,0.1,-2.2
4819,IL,Piatt County,2014,16411,0.1,-2.4
4820,IL,Piatt County,2015,16352,0.1,-4.2
4821,IL,Piatt County,2016,16526,0.2,9.2
4822,IL,Piatt County,2017,16445,0.2,-5.6
4823,IL,Pike County,2011,16346,-0.1,-1.4
4824,IL,Pike County,2012,16233,0.0,-4.7
4825,IL,Pike County,2013,16071,0.0,-9.2
4826,IL,Pike County,2014,15956,0.0,-5.5
4827,IL,Pike County,2015,15918,0.0,-0.9
4828,IL,Pike County,2016,15882,0.0,-0.6
4829,IL,Pike County,2017,15821,0.0,-3.5
4830,IL,Pope County,2011,4494,0.4,10.3
4831,IL,Pope County,2012,4454,0.4,-3.4
4832,IL,Pope County,2013,4452,0.2,4.9
4833,IL,Pope County,2014,4373,0.2,-15.0
4834,IL,Pope County,2015,4353,0.2,-1.6
4835,IL,Pope County,2016,4295,0.2,-9.7
4836,IL,Pope County,2017,4325,0.2,6.3
4837,IL,Pulaski County,2011,5985,0.3,-22.0
4838,IL,Pulaski County,2012,5961,0.3,-1.2
4839,IL,Pulaski County,2013,5891,0.2,-6.7
4840,IL,Pulaski County,2014,5795,0.5,-15.6
4841,IL,Pulaski County,2015,5656,0.5,-19.2
4842,IL,Pulaski County,2016,5603,0.5,-6.8
4843,IL,Pulaski County,2017,5509,0.5,-16.0
4844,IL,Putnam County,2011,5975,0.2,-5.7
4845,IL,Putnam County,2012,5909,0.2,-11.6
4846,IL,Putnam County,2013,5852,0.3,-9.0
4847,IL,Putnam County,2014,5830,0.3,-2.1
4848,IL,Putnam County,2015,5727,0.3,-18.7
4849,IL,Putnam County,2016,5717,0.3,-1.0
4850,IL,Putnam County,2017,5727,0.3,2.1
4851,IL,Randolph County,2011,33413,0.2,-1.1
4852,IL,Randolph County,2012,33068,0.2,-9.6
4853,IL,Randolph County,2013,33172,0.0,3.4
4854,IL,Randolph County,2014,33132,0.0,-1.4
4855,IL,Randolph County,2015,32822,0.0,-6.6
4856,IL,Randolph County,2016,32597,0.0,-5.0
4857,IL,Randolph County,2017,32423,0.0,-3.2
4858,IL,Richland County,2011,16188,0.2,-2.5
4859,IL,Richland County,2012,16134,0.3,-4.6
4860,IL,Richland County,2013,16013,0.2,-6.5
4861,IL,Richland County,2014,16026,0.6,1.4
4862,IL,Richland County,2015,15967,0.6,-3.4
4863,IL,Richland County,2016,15858,0.6,-6.8
4864,IL,Richland County,2017,15901,0.6,1.8
4865,IL,Rock Island County,2011,147392,1.9,-5.6
4866,IL,Rock Island County,2012,147589,2.5,-3.3
4867,IL,Rock Island County,2013,147530,2.9,-4.6
4868,IL,Rock Island County,2014,146965,3.4,-9.9
4869,IL,Rock Island County,2015,146249,3.8,-10.7
4870,IL,Rock Island County,2016,145472,3.9,-12.3
4871,IL,Rock Island County,2017,144808,3.8,-11.5
4872,IL,St. Clair County,2011,269976,0.1,-5.6
4873,IL,St. Clair County,2012,268614,1.2,-9.9
4874,IL,St. Clair County,2013,266756,0.5,-10.8
4875,IL,St. Clair County,2014,265591,0.5,-8.2
4876,IL,St. Clair County,2015,264217,0.8,-9.7
4877,IL,St. Clair County,2016,263120,0.4,-7.5
4878,IL,St. Clair County,2017,262479,0.2,-5.2
4879,IL,Saline County,2011,24902,0.3,1.8
4880,IL,Saline County,2012,24910,0.2,0.6
4881,IL,Saline County,2013,24799,0.2,-2.8
4882,IL,Saline County,2014,24496,0.2,-10.1
4883,IL,Saline County,2015,24498,0.2,-0.3
4884,IL,Saline County,2016,24253,0.1,-9.3
4885,IL,Saline County,2017,24102,0.1,-6.5
4886,IL,Sangamon County,2011,198970,1.0,2.2
4887,IL,Sangamon County,2012,199320,1.1,-1.7
4888,IL,Sangamon County,2013,199014,1.1,-4.8
4889,IL,Sangamon County,2014,198980,1.2,-3.4
4890,IL,Sangamon County,2015,198634,1.3,-4.8
4891,IL,Sangamon County,2016,197591,1.2,-7.3
4892,IL,Sangamon County,2017,196452,1.2,-7.7
4893,IL,Schuyler County,2011,7462,-0.1,-5.6
4894,IL,Schuyler County,2012,7455,0.0,-0.1
4895,IL,Schuyler County,2013,7389,1.5,-7.1
4896,IL,Schuyler County,2014,7266,1.6,-15.8
4897,IL,Schuyler County,2015,7160,1.7,-14.3
4898,IL,Schuyler County,2016,7053,1.8,-14.2
4899,IL,Schuyler County,2017,7035,1.8,-3.3
4900,IL,Scott County,2011,5228,0.0,-16.5
4901,IL,Scott County,2012,5286,0.0,11.2
4902,IL,Scott County,2013,5211,0.0,-9.7
4903,IL,Scott County,2014,5169,0.0,-6.6
4904,IL,Scott County,2015,5109,0.0,-9.1
4905,IL,Scott County,2016,5055,0.0,-12.8
4906,IL,Scott County,2017,5002,0.0,-12.5
4907,IL,Shelby County,2011,22282,0.3,-3.6
4908,IL,Shelby County,2012,22210,0.3,-4.0
4909,IL,Shelby County,2013,22143,0.2,-3.7
4910,IL,Shelby County,2014,22111,0.2,-3.1
4911,IL,Shelby County,2015,21829,0.2,-12.2
4912,IL,Shelby County,2016,21727,0.2,-4.4
4913,IL,Shelby County,2017,21719,0.2,0.1
4914,IL,Stark County,2011,5844,0.2,-19.6
4915,IL,Stark County,2012,5742,-0.2,-14.3
4916,IL,Stark County,2013,5708,0.0,-1.0
4917,IL,Stark County,2014,5603,0.0,-19.3
4918,IL,Stark County,2015,5506,0.0,-12.2
4919,IL,Stark County,2016,5506,0.0,5.8
4920,IL,Stark County,2017,5434,0.0,-9.5
4921,IL,Stephenson County,2011,47316,0.1,-5.5
4922,IL,Stephenson County,2012,46884,0.2,-9.5
4923,IL,Stephenson County,2013,46667,0.6,-4.0
4924,IL,Stephenson County,2014,46264,0.6,-8.7
4925,IL,Stephenson County,2015,45670,0.7,-13.3
4926,IL,Stephenson County,2016,45540,0.7,-3.1
4927,IL,Stephenson County,2017,45054,0.7,-10.2
4928,IL,Tazewell County,2011,135831,0.1,0.6
4929,IL,Tazewell County,2012,136112,0.1,0.4
4930,IL,Tazewell County,2013,136250,0.2,-1.0
4931,IL,Tazewell County,2014,135341,0.3,-9.0
4932,IL,Tazewell County,2015,134393,0.4,-8.2
4933,IL,Tazewell County,2016,133967,0.3,-3.9
4934,IL,Tazewell County,2017,133526,0.3,-4.2
4935,IL,Union County,2011,17691,0.2,-2.0
4936,IL,Union County,2012,17609,0.4,-1.8
4937,IL,Union County,2013,17539,0.1,-1.3
4938,IL,Union County,2014,17398,0.2,-5.4
4939,IL,Union County,2015,17283,0.2,-4.5
4940,IL,Union County,2016,17115,0.1,-9.2
4941,IL,Union County,2017,17000,0.1,-4.8
4942,IL,Vermilion County,2011,81399,0.2,-3.9
4943,IL,Vermilion County,2012,80823,0.1,-9.1
4944,IL,Vermilion County,2013,80578,0.2,-4.5
4945,IL,Vermilion County,2014,79800,0.3,-10.8
4946,IL,Vermilion County,2015,79187,0.4,-7.9
4947,IL,Vermilion County,2016,78560,0.4,-9.8
4948,IL,Vermilion County,2017,77909,0.4,-10.3
4949,IL,Wabash County,2011,11789,1.3,-10.5
4950,IL,Wabash County,2012,11677,1.6,-11.0
4951,IL,Wabash County,2013,11660,2.1,-3.2
4952,IL,Wabash County,2014,11581,2.2,-8.4
4953,IL,Wabash County,2015,11599,2.2,-1.0
4954,IL,Wabash County,2016,11511,2.3,-11.1
4955,IL,Wabash County,2017,11489,2.3,-4.8
4956,IL,Warren County,2011,17833,1.3,4.4
4957,IL,Warren County,2012,17739,2.3,-9.4
4958,IL,Warren County,2013,17643,1.9,-9.3
4959,IL,Warren County,2014,17656,2.1,-2.8
4960,IL,Warren County,2015,17370,2.2,-20.0
4961,IL,Warren County,2016,17307,2.4,-9.3
4962,IL,Warren County,2017,17167,2.4,-13.6
4963,IL,Washington County,2011,14574,-0.1,-9.1
4964,IL,Washington County,2012,14598,0.0,2.3
4965,IL,Washington County,2013,14414,0.1,-13.1
4966,IL,Washington County,2014,14389,0.1,-1.3
4967,IL,Washington County,2015,14258,0.1,-10.3
4968,IL,Washington County,2016,14210,0.1,-6.0
4969,IL,Washington County,2017,14030,0.1,-16.1
4970,IL,Wayne County,2011,16656,0.1,-4.7
4971,IL,Wayne County,2012,16651,0.1,-0.2
4972,IL,Wayne County,2013,16660,0.7,0.4
4973,IL,Wayne County,2014,16593,0.7,-2.9
4974,IL,Wayne County,2015,16526,0.8,-3.2
4975,IL,Wayne County,2016,16573,0.8,-1.4
4976,IL,Wayne County,2017,16495,0.8,-7.2
4977,IL,White County,2011,14587,0.2,2.1
4978,IL,White County,2012,14522,0.2,-1.2
4979,IL,White County,2013,14433,0.2,-1.9
4980,IL,White County,2014,14267,0.3,-8.2
4981,IL,White County,2015,14202,0.4,0.2
4982,IL,White County,2016,14088,0.5,-4.5
4983,IL,White County,2017,13938,0.5,-7.1
4984,IL,Whiteside County,2011,58272,0.2,-4.0
4985,IL,Whiteside County,2012,57764,0.1,-8.1
4986,IL,Whiteside County,2013,57475,0.2,-4.7
4987,IL,Whiteside County,2014,57036,0.1,-7.5
4988,IL,Whiteside County,2015,56945,0.2,-2.6
4989,IL,Whiteside County,2016,56541,0.2,-7.3
4990,IL,Whiteside County,2017,56118,0.2,-8.2
4991,IL,Will County,2011,680625,1.2,-4.9
4992,IL,Will County,2012,682429,1.2,-4.8
4993,IL,Will County,2013,683833,0.9,-4.3
4994,IL,Will County,2014,685492,1.0,-4.0
4995,IL,Will County,2015,686920,1.2,-4.3
4996,IL,Will County,2016,689731,1.2,-1.9
4997,IL,Will County,2017,692661,1.1,-1.6
4998,IL,Williamson County,2011,66711,0.4,3.3
4999,IL,Williamson County,2012,66759,0.7,0.3
5000,IL,Williamson County,2013,67424,0.9,8.4
5001,IL,Williamson County,2014,67386,0.9,-1.8
5002,IL,Williamson County,2015,67607,1.0,1.1
5003,IL,Williamson County,2016,67640,1.0,-1.7
5004,IL,Williamson County,2017,67328,1.0,-6.2
5005,IL,Winnebago County,2011,293571,1.0,-9.8
5006,IL,Winnebago County,2012,292049,1.3,-9.8
5007,IL,Winnebago County,2013,290883,1.1,-7.9
5008,IL,Winnebago County,2014,288670,1.4,-11.5
5009,IL,Winnebago County,2015,287141,1.5,-9.0
5010,IL,Winnebago County,2016,286088,1.6,-8.0
5011,IL,Winnebago County,2017,284778,1.6,-9.0
5012,IL,Woodford County,2011,38844,0.2,1.2
5013,IL,Woodford County,2012,38836,0.3,-2.0
5014,IL,Woodford County,2013,39023,0.2,2.7
5015,IL,Woodford County,2014,39067,0.3,-0.8
5016,IL,Woodford County,2015,38963,0.4,-3.2
5017,IL,Woodford County,2016,38933,0.4,-2.3
5018,IL,Woodford County,2017,38726,0.4,-6.4
5019,IN,Indiana,2011,6515358,1.3,-1.3
5020,IN,Indiana,2012,6535665,1.4,-2.0
5021,IN,Indiana,2013,6567484,1.4,0.1
5022,IN,Indiana,2014,6593182,1.5,-1.1
5023,IN,Indiana,2015,6610596,1.7,-2.2
5024,IN,Indiana,2016,6634007,1.7,-1.6
5025,IN,Indiana,2017,6666818,1.7,-0.1
5026,IN,Adams County,2011,34372,0.2,-11.9
5027,IN,Adams County,2012,34403,0.1,-9.9
5028,IN,Adams County,2013,34649,0.2,-3.5
5029,IN,Adams County,2014,34763,0.1,-8.2
5030,IN,Adams County,2015,34954,0.1,-3.9
5031,IN,Adams County,2016,35232,0.1,-3.6
5032,IN,Adams County,2017,35491,0.1,-4.6
5033,IN,Allen County,2011,358787,2.0,-0.5
5034,IN,Allen County,2012,360641,1.9,-2.9
5035,IN,Allen County,2013,363170,1.8,-0.6
5036,IN,Allen County,2014,365084,1.8,-2.2
5037,IN,Allen County,2015,367630,2.0,-0.4
5038,IN,Allen County,2016,369972,2.0,-1.5
5039,IN,Allen County,2017,372877,2.0,0.1
5040,IN,Bartholomew County,2011,77579,3.1,3.5
5041,IN,Bartholomew County,2012,78914,3.4,8.8
5042,IN,Bartholomew County,2013,79572,3.8,0.0
5043,IN,Bartholomew County,2014,80350,4.4,1.5
5044,IN,Bartholomew County,2015,81286,4.8,2.6
5045,IN,Bartholomew County,2016,81873,4.8,-1.9
5046,IN,Bartholomew County,2017,82040,4.8,-7.7
5047,IN,Benton County,2011,8858,0.3,-2.5
5048,IN,Benton County,2012,8822,0.5,-6.8
5049,IN,Benton County,2013,8747,0.0,-8.9
5050,IN,Benton County,2014,8720,0.2,-7.2
5051,IN,Benton County,2015,8692,0.2,-5.4
5052,IN,Benton County,2016,8655,0.2,-7.3
5053,IN,Benton County,2017,8613,0.2,-8.2
5054,IN,Blackford County,2011,12653,0.4,-9.8
5055,IN,Blackford County,2012,12525,0.6,-11.6
5056,IN,Blackford County,2013,12455,-0.1,-5.1
5057,IN,Blackford County,2014,12339,-0.1,-5.7
5058,IN,Blackford County,2015,12224,0.0,-7.2
5059,IN,Blackford County,2016,12075,0.0,-8.3
5060,IN,Blackford County,2017,11976,0.0,-4.2
5061,IN,Boone County,2011,57884,0.5,11.8
5062,IN,Boone County,2012,58999,0.8,14.3
5063,IN,Boone County,2013,60312,0.6,17.8
5064,IN,Boone County,2014,61602,0.8,16.1
5065,IN,Boone County,2015,63037,1.0,18.2
5066,IN,Boone County,2016,64239,0.9,13.0
5067,IN,Boone County,2017,65875,0.9,19.1
5068,IN,Brown County,2011,15074,-0.2,-6.6
5069,IN,Brown County,2012,15047,-0.3,0.7
5070,IN,Brown County,2013,15053,-0.1,2.1
5071,IN,Brown County,2014,14943,-0.1,-5.1
5072,IN,Brown County,2015,14994,-0.1,6.0
5073,IN,Brown County,2016,15008,-0.1,4.5
5074,IN,Brown County,2017,15035,-0.1,3.1
5075,IN,Carroll County,2011,20044,0.1,-8.4
5076,IN,Carroll County,2012,20114,0.4,0.5
5077,IN,Carroll County,2013,20119,0.1,-2.7
5078,IN,Carroll County,2014,19956,0.2,-11.0
5079,IN,Carroll County,2015,19889,0.2,-3.0
5080,IN,Carroll County,2016,19967,0.4,2.2
5081,IN,Carroll County,2017,20039,0.3,3.2
5082,IN,Cass County,2011,38924,2.1,-8.0
5083,IN,Cass County,2012,38769,2.4,-9.1
5084,IN,Cass County,2013,38574,2.3,-10.4
5085,IN,Cass County,2014,38493,2.5,-6.7
5086,IN,Cass County,2015,38168,3.0,-13.6
5087,IN,Cass County,2016,38013,3.2,-9.7
5088,IN,Cass County,2017,37994,3.2,-5.4
5089,IN,Clark County,2011,111517,1.0,3.8
5090,IN,Clark County,2012,111870,0.7,-0.8
5091,IN,Clark County,2013,112697,0.4,4.3
5092,IN,Clark County,2014,114066,0.5,8.3
5093,IN,Clark County,2015,114927,0.6,4.5
5094,IN,Clark County,2016,115800,0.7,4.6
5095,IN,Clark County,2017,116973,0.7,6.7
5096,IN,Clay County,2011,26832,-0.1,-1.9
5097,IN,Clay County,2012,26785,0.0,-2.7
5098,IN,Clay County,2013,26659,0.0,-5.2
5099,IN,Clay County,2014,26424,-0.1,-9.9
5100,IN,Clay County,2015,26389,-0.1,-0.4
5101,IN,Clay County,2016,26203,-0.1,-8.6
5102,IN,Clay County,2017,26198,-0.1,-1.5
5103,IN,Clinton County,2011,33052,1.2,-9.4
5104,IN,Clinton County,2012,32909,1.0,-6.9
5105,IN,Clinton County,2013,32788,0.4,-6.7
5106,IN,Clinton County,2014,32493,0.2,-11.8
5107,IN,Clinton County,2015,32411,0.2,-5.8
5108,IN,Clinton County,2016,32267,0.2,-7.7
5109,IN,Clinton County,2017,32317,0.2,-2.9
5110,IN,Crawford County,2011,10622,0.0,-7.4
5111,IN,Crawford County,2012,10670,0.0,2.5
5112,IN,Crawford County,2013,10620,0.0,-1.9
5113,IN,Crawford County,2014,10669,-0.1,3.2
5114,IN,Crawford County,2015,10555,-0.1,-13.2
5115,IN,Crawford County,2016,10581,-0.1,2.9
5116,IN,Crawford County,2017,10566,-0.1,-1.1
5117,IN,Daviess County,2011,31943,0.8,0.3
5118,IN,Daviess County,2012,32111,0.4,-0.9
5119,IN,Daviess County,2013,32277,0.4,-1.3
5120,IN,Daviess County,2014,32678,0.1,6.1
5121,IN,Daviess County,2015,32818,0.2,-1.7
5122,IN,Daviess County,2016,32997,0.2,-1.2
5123,IN,Daviess County,2017,33113,0.2,-2.9
5124,IN,Dearborn County,2011,49982,-0.3,-3.5
5125,IN,Dearborn County,2012,49724,-0.2,-6.4
5126,IN,Dearborn County,2013,49736,-0.3,-1.1
5127,IN,Dearborn County,2014,49421,-0.3,-7.7
5128,IN,Dearborn County,2015,49452,-0.3,0.4
5129,IN,Dearborn County,2016,49471,-0.3,-0.8
5130,IN,Dearborn County,2017,49741,-0.3,4.1
5131,IN,Decatur County,2011,25880,1.1,0.2
5132,IN,Decatur County,2012,26020,0.8,3.0
5133,IN,Decatur County,2013,26216,1.5,3.3
5134,IN,Decatur County,2014,26427,1.5,3.5
5135,IN,Decatur County,2015,26380,1.6,-7.1
5136,IN,Decatur County,2016,26641,1.6,5.2
5137,IN,Decatur County,2017,26737,1.6,-0.9
5138,IN,DeKalb County,2011,42450,0.2,0.4
5139,IN,DeKalb County,2012,42284,0.0,-7.6
5140,IN,DeKalb County,2013,42325,-0.1,-1.1
5141,IN,DeKalb County,2014,42387,-0.2,-0.8
5142,IN,DeKalb County,2015,42452,-0.2,-0.8
5143,IN,DeKalb County,2016,42620,-0.1,0.9
5144,IN,DeKalb County,2017,42836,-0.1,2.5
5145,IN,Delaware County,2011,117844,1.0,0.0
5146,IN,Delaware County,2012,116950,1.2,-8.8
5147,IN,Delaware County,2013,116764,1.3,-3.2
5148,IN,Delaware County,2014,116448,1.6,-4.7
5149,IN,Delaware County,2015,115811,1.7,-6.7
5150,IN,Delaware County,2016,115483,1.7,-4.9
5151,IN,Delaware County,2017,115184,1.7,-4.2
5152,IN,Dubois County,2011,42150,0.9,2.6
5153,IN,Dubois County,2012,42071,0.9,-5.0
5154,IN,Dubois County,2013,42267,1.0,0.0
5155,IN,Dubois County,2014,42287,1.3,-3.8
5156,IN,Dubois County,2015,42327,1.5,-4.0
5157,IN,Dubois County,2016,42456,1.6,-2.9
5158,IN,Dubois County,2017,42558,1.6,-3.2
5159,IN,Elkhart County,2011,198383,0.3,-3.3
5160,IN,Elkhart County,2012,199084,0.3,-3.3
5161,IN,Elkhart County,2013,200366,0.4,-0.8
5162,IN,Elkhart County,2014,201673,0.7,-1.1
5163,IN,Elkhart County,2015,203401,0.9,0.6
5164,IN,Elkhart County,2016,204146,1.0,-4.9
5165,IN,Elkhart County,2017,205032,1.0,-4.1
5166,IN,Fayette County,2011,24150,0.0,-3.5
5167,IN,Fayette County,2012,23950,0.1,-5.4
5168,IN,Fayette County,2013,23829,0.3,-1.9
5169,IN,Fayette County,2014,23443,0.3,-14.2
5170,IN,Fayette County,2015,23391,0.3,0.4
5171,IN,Fayette County,2016,23257,0.2,-3.0
5172,IN,Fayette County,2017,23209,0.3,-0.3
5173,IN,Floyd County,2011,74975,0.0,1.7
5174,IN,Floyd County,2012,75252,0.0,1.5
5175,IN,Floyd County,2013,76007,0.2,8.3
5176,IN,Floyd County,2014,76083,0.2,-1.5
5177,IN,Floyd County,2015,76519,0.4,4.2
5178,IN,Floyd County,2016,76723,0.4,-0.1
5179,IN,Floyd County,2017,77071,0.4,2.0
5180,IN,Fountain County,2011,17158,-0.1,-6.0
5181,IN,Fountain County,2012,17119,0.0,-0.8
5182,IN,Fountain County,2013,16885,0.0,-12.9
5183,IN,Fountain County,2014,16694,0.0,-12.1
5184,IN,Fountain County,2015,16537,0.2,-8.9
5185,IN,Fountain County,2016,16477,0.1,-3.5
5186,IN,Fountain County,2017,16505,0.1,0.5
5187,IN,Franklin County,2011,23031,0.3,-3.9
5188,IN,Franklin County,2012,23024,0.3,-1.5
5189,IN,Franklin County,2013,22962,0.3,-4.5
5190,IN,Franklin County,2014,22956,0.1,-1.7
5191,IN,Franklin County,2015,22913,0.2,-3.2
5192,IN,Franklin County,2016,22725,0.3,-9.4
5193,IN,Franklin County,2017,22619,0.3,-5.6
5194,IN,Fulton County,2011,20730,0.3,-3.5
5195,IN,Fulton County,2012,20635,-0.2,-4.8
5196,IN,Fulton County,2013,20445,-0.2,-10.1
5197,IN,Fulton County,2014,20512,-0.2,1.6
5198,IN,Fulton County,2015,20329,-0.1,-10.0
5199,IN,Fulton County,2016,20137,-0.1,-10.9
5200,IN,Fulton County,2017,20059,-0.1,-6.2
5201,IN,Gibson County,2011,33517,0.0,-3.7
5202,IN,Gibson County,2012,33524,0.0,-2.1
5203,IN,Gibson County,2013,33481,0.1,-2.6
5204,IN,Gibson County,2014,33723,0.1,5.0
5205,IN,Gibson County,2015,33622,0.1,-3.7
5206,IN,Gibson County,2016,33579,0.1,-2.6
5207,IN,Gibson County,2017,33576,0.1,-0.1
5208,IN,Grant County,2011,69639,0.3,-3.4
5209,IN,Grant County,2012,69118,0.2,-8.1
5210,IN,Grant County,2013,68893,0.2,-3.6
5211,IN,Grant County,2014,68371,0.2,-6.9
5212,IN,Grant County,2015,67519,0.2,-11.9
5213,IN,Grant County,2016,66802,0.2,-9.6
5214,IN,Grant County,2017,66491,0.2,-4.0
5215,IN,Greene County,2011,33018,0.0,-6.0
5216,IN,Greene County,2012,32928,0.1,-2.1
5217,IN,Greene County,2013,32728,0.0,-4.8
5218,IN,Greene County,2014,32629,0.0,-0.4
5219,IN,Greene County,2015,32399,0.1,-6.0
5220,IN,Greene County,2016,32223,0.2,-4.7
5221,IN,Greene County,2017,32177,0.2,0.8
5222,IN,Hamilton County,2011,283273,2.1,12.7
5223,IN,Hamilton County,2012,289599,2.2,11.3
5224,IN,Hamilton County,2013,296789,2.3,14.3
5225,IN,Hamilton County,2014,302828,2.4,9.3
5226,IN,Hamilton County,2015,308774,2.5,9.6
5227,IN,Hamilton County,2016,316296,2.5,14.1
5228,IN,Hamilton County,2017,323747,2.5,14.0
5229,IN,Hancock County,2011,70341,-0.2,-0.4
5230,IN,Hancock County,2012,70567,0.0,1.4
5231,IN,Hancock County,2013,70969,-0.1,3.6
5232,IN,Hancock County,2014,71749,-0.1,8.5
5233,IN,Hancock County,2015,72398,-0.1,6.9
5234,IN,Hancock County,2016,73781,-0.1,16.7
5235,IN,Hancock County,2017,74985,-0.1,13.1
5236,IN,Harrison County,2011,39175,0.3,-4.9
5237,IN,Harrison County,2012,38998,0.2,-6.1
5238,IN,Harrison County,2013,38988,0.3,-1.3
5239,IN,Harrison County,2014,39166,0.4,4.0
5240,IN,Harrison County,2015,39521,0.4,6.4
5241,IN,Harrison County,2016,39679,0.5,1.5
5242,IN,Harrison County,2017,39898,0.5,2.6
5243,IN,Hendricks County,2011,148531,1.4,11.0
5244,IN,Hendricks County,2012,150557,1.8,6.6
5245,IN,Hendricks County,2013,153405,1.2,13.5
5246,IN,Hendricks County,2014,155717,1.3,8.8
5247,IN,Hendricks County,2015,157709,1.4,7.5
5248,IN,Hendricks County,2016,160336,1.4,10.7
5249,IN,Hendricks County,2017,163685,1.4,14.9
5250,IN,Henry County,2011,49215,0.1,-4.3
5251,IN,Henry County,2012,49113,0.0,0.4
5252,IN,Henry County,2013,48850,0.1,-3.5
5253,IN,Henry County,2014,48892,0.1,2.5
5254,IN,Henry County,2015,48664,0.1,-2.4
5255,IN,Henry County,2016,48364,0.1,-4.1
5256,IN,Henry County,2017,48476,0.1,3.9
5257,IN,Howard County,2011,82775,0.9,-2.1
5258,IN,Howard County,2012,82807,0.5,-1.1
5259,IN,Howard County,2013,82707,0.2,-2.1
5260,IN,Howard County,2014,82563,0.3,-2.0
5261,IN,Howard County,2015,82314,0.3,-2.2
5262,IN,Howard County,2016,82339,0.3,-0.4
5263,IN,Howard County,2017,82363,0.3,-0.3
5264,IN,Huntington County,2011,37161,0.2,0.9
5265,IN,Huntington County,2012,36975,0.1,-5.6
5266,IN,Huntington County,2013,36774,0.2,-5.6
5267,IN,Huntington County,2014,36603,0.3,-4.8
5268,IN,Huntington County,2015,36518,0.4,-4.1
5269,IN,Huntington County,2016,36368,0.5,-5.4
5270,IN,Huntington County,2017,36337,0.5,-2.2
5271,IN,Jackson County,2011,42938,1.9,3.4
5272,IN,Jackson County,2012,42999,1.9,-2.0
5273,IN,Jackson County,2013,43455,1.7,5.1
5274,IN,Jackson County,2014,43719,1.8,2.0
5275,IN,Jackson County,2015,43902,2.1,-0.6
5276,IN,Jackson County,2016,43933,2.1,-4.1
5277,IN,Jackson County,2017,43884,2.0,-6.0
5278,IN,Jasper County,2011,33419,0.0,-5.3
5279,IN,Jasper County,2012,33489,0.2,-1.1
5280,IN,Jasper County,2013,33421,0.0,-3.9
5281,IN,Jasper County,2014,33502,0.3,0.7
5282,IN,Jasper County,2015,33481,0.3,-2.0
5283,IN,Jasper County,2016,33389,0.3,-4.5
5284,IN,Jasper County,2017,33447,0.3,-0.3
5285,IN,Jay County,2011,21332,0.1,1.4
5286,IN,Jay County,2012,21346,0.1,-2.3
5287,IN,Jay County,2013,21268,0.2,-6.4
5288,IN,Jay County,2014,21140,0.1,-9.2
5289,IN,Jay County,2015,21141,0.1,-4.0
5290,IN,Jay County,2016,21040,0.1,-8.8
5291,IN,Jay County,2017,20945,0.1,-8.3
5292,IN,Jefferson County,2011,32283,0.4,-2.9
5293,IN,Jefferson County,2012,32450,0.3,4.0
5294,IN,Jefferson County,2013,32404,0.1,-0.5
5295,IN,Jefferson County,2014,32410,0.4,1.1
5296,IN,Jefferson County,2015,32313,0.4,-3.3
5297,IN,Jefferson County,2016,32249,0.4,-2.7
5298,IN,Jefferson County,2017,32089,0.4,-6.0
5299,IN,Jennings County,2011,28151,0.1,-13.8
5300,IN,Jennings County,2012,28139,-0.1,-3.1
5301,IN,Jennings County,2013,28222,-0.2,0.6
5302,IN,Jennings County,2014,27910,-0.2,-12.9
5303,IN,Jennings County,2015,27822,-0.2,-4.6
5304,IN,Jennings County,2016,27622,-0.2,-7.7
5305,IN,Jennings County,2017,27626,-0.2,0.4
5306,IN,Johnson County,2011,141720,1.1,4.6
