,State,Area,Year,Pop_Est,Int_Mig_Rate,Dom_Mig_Rate
17079,SD,Hanson County,2017,3423,-0.3,1.8
17080,SD,Harding County,2011,1276,4.8,19.0
17081,SD,Harding County,2012,1304,3.9,16.3
17082,SD,Harding County,2013,1260,0.8,-45.2
17083,SD,Harding County,2014,1246,0.0,-20.8
17084,SD,Harding County,2015,1269,0.0,6.4
17085,SD,Harding County,2016,1265,0.0,-15.0
17086,SD,Harding County,2017,1242,0.0,-24.7
17087,SD,Hughes County,2011,17310,-0.1,7.3
17088,SD,Hughes County,2012,17436,-0.7,3.2
17089,SD,Hughes County,2013,17431,-0.5,-6.1
17090,SD,Hughes County,2014,17630,-0.4,4.7
17091,SD,Hughes County,2015,17554,-0.4,-9.2
17092,SD,Hughes County,2016,17577,-0.4,-2.8
17093,SD,Hughes County,2017,17666,-0.4,1.0
17094,SD,Hutchinson County,2011,7246,0.1,-6.6
17095,SD,Hutchinson County,2012,7252,0.6,1.2
17096,SD,Hutchinson County,2013,7193,0.7,-4.7
17097,SD,Hutchinson County,2014,7227,0.4,4.9
17098,SD,Hutchinson County,2015,7268,0.4,5.8
17099,SD,Hutchinson County,2016,7338,0.4,7.5
17100,SD,Hutchinson County,2017,7358,0.4,-0.7
17101,SD,Hyde County,2011,1398,0.0,-12.8
17102,SD,Hyde County,2012,1428,0.0,21.9
17103,SD,Hyde County,2013,1380,1.4,-27.8
17104,SD,Hyde County,2014,1394,0.0,6.5
17105,SD,Hyde County,2015,1388,0.0,-2.2
17106,SD,Hyde County,2016,1339,0.7,-35.2
17107,SD,Hyde County,2017,1318,0.8,-18.8
17108,SD,Jackson County,2011,3157,1.0,20.3
17109,SD,Jackson County,2012,3167,1.6,-7.3
17110,SD,Jackson County,2013,3235,2.2,6.6
17111,SD,Jackson County,2014,3270,1.2,-3.4
17112,SD,Jackson County,2015,3282,1.2,-5.2
17113,SD,Jackson County,2016,3297,1.5,-11.2
17114,SD,Jackson County,2017,3289,1.5,-17.0
17115,SD,Jerauld County,2011,2075,0.0,-4.8
17116,SD,Jerauld County,2012,2054,1.0,-10.2
17117,SD,Jerauld County,2013,2073,1.9,12.6
17118,SD,Jerauld County,2014,2042,1.5,-23.3
17119,SD,Jerauld County,2015,2020,2.0,-7.4
17120,SD,Jerauld County,2016,2005,2.0,-8.9
17121,SD,Jerauld County,2017,2028,2.0,9.9
17122,SD,Jones County,2011,1004,1.0,-12.9
17123,SD,Jones County,2012,992,0.0,-12.0
17124,SD,Jones County,2013,973,0.0,-14.2
17125,SD,Jones County,2014,957,0.0,-20.7
17126,SD,Jones County,2015,918,0.0,-43.7
17127,SD,Jones County,2016,935,0.0,14.0
17128,SD,Jones County,2017,936,0.0,-7.5
17129,SD,Kingsbury County,2011,5171,0.2,8.3
17130,SD,Kingsbury County,2012,5231,0.4,11.7
17131,SD,Kingsbury County,2013,5066,0.2,-31.9
17132,SD,Kingsbury County,2014,5052,0.4,1.2
17133,SD,Kingsbury County,2015,4954,0.4,-20.0
17134,SD,Kingsbury County,2016,4977,0.4,3.0
17135,SD,Kingsbury County,2017,4952,0.4,-6.8
17136,SD,Lake County,2011,11564,2.0,21.4
17137,SD,Lake County,2012,11741,2.2,10.1
17138,SD,Lake County,2013,11906,-0.1,12.1
17139,SD,Lake County,2014,12089,0.2,13.3
17140,SD,Lake County,2015,12340,0.2,18.7
17141,SD,Lake County,2016,12605,0.2,19.6
17142,SD,Lake County,2017,12809,0.2,15.0
17143,SD,Lawrence County,2011,24329,-0.2,4.0
17144,SD,Lawrence County,2012,24394,0.1,3.0
17145,SD,Lawrence County,2013,24949,0.2,22.3
17146,SD,Lawrence County,2014,24733,-0.1,-9.7
17147,SD,Lawrence County,2015,24796,-0.1,3.6
17148,SD,Lawrence County,2016,25183,-0.2,14.8
17149,SD,Lawrence County,2017,25429,-0.2,9.2
17150,SD,Lincoln County,2011,46804,0.1,22.7
17151,SD,Lincoln County,2012,48401,0.1,19.9
17152,SD,Lincoln County,2013,49910,0.1,18.2
17153,SD,Lincoln County,2014,51597,0.2,20.9
17154,SD,Lincoln County,2015,52993,0.2,15.6
17155,SD,Lincoln County,2016,54572,0.2,19.5
17156,SD,Lincoln County,2017,56664,0.2,27.5
17157,SD,Lyman County,2011,3811,0.0,3.2
17158,SD,Lyman County,2012,3778,0.0,-15.0
17159,SD,Lyman County,2013,3848,0.0,12.1
17160,SD,Lyman County,2014,3859,0.0,-11.7
17161,SD,Lyman County,2015,3881,0.0,-1.6
17162,SD,Lyman County,2016,3920,0.0,-3.3
17163,SD,Lyman County,2017,3904,0.0,-18.4
17164,SD,McCook County,2011,5544,2.0,-16.7
17165,SD,McCook County,2012,5556,0.4,6.1
17166,SD,McCook County,2013,5586,0.4,1.6
17167,SD,McCook County,2014,5541,0.2,-7.2
17168,SD,McCook County,2015,5468,0.2,-10.7
17169,SD,McCook County,2016,5481,0.4,1.1
17170,SD,McCook County,2017,5499,0.4,2.2
17171,SD,McPherson County,2011,2451,0.0,2.0
17172,SD,McPherson County,2012,2428,0.0,-4.5
17173,SD,McPherson County,2013,2424,-0.8,7.4
17174,SD,McPherson County,2014,2418,-0.4,1.7
17175,SD,McPherson County,2015,2398,-0.4,-1.2
17176,SD,McPherson County,2016,2422,-0.4,12.4
17177,SD,McPherson County,2017,2426,-0.4,3.3
17178,SD,Marshall County,2011,4593,1.5,-13.2
17179,SD,Marshall County,2012,4630,1.5,10.4
17180,SD,Marshall County,2013,4746,2.6,18.8
17181,SD,Marshall County,2014,4691,2.3,-19.7
17182,SD,Marshall County,2015,4766,2.3,10.6
17183,SD,Marshall County,2016,4790,2.3,-4.6
17184,SD,Marshall County,2017,4804,2.3,-1.9
17185,SD,Meade County,2011,25500,0.2,-4.7
17186,SD,Meade County,2012,25836,4.6,2.5
17187,SD,Meade County,2013,26416,2.4,13.9
17188,SD,Meade County,2014,26738,1.9,5.7
17189,SD,Meade County,2015,26800,2.6,-4.3
17190,SD,Meade County,2016,27360,1.4,15.3
17191,SD,Meade County,2017,28018,0.7,19.5
17192,SD,Mellette County,2011,2072,0.0,10.7
17193,SD,Mellette County,2012,2050,0.5,-9.2
17194,SD,Mellette County,2013,2047,0.5,-7.3
17195,SD,Mellette County,2014,2067,0.5,3.4
17196,SD,Mellette County,2015,2026,0.5,-32.3
17197,SD,Mellette County,2016,2081,0.5,18.5
17198,SD,Mellette County,2017,2088,0.5,-10.1
17199,SD,Miner County,2011,2325,0.0,-14.0
17200,SD,Miner County,2012,2298,0.0,-4.3
17201,SD,Miner County,2013,2313,0.4,6.5
17202,SD,Miner County,2014,2282,0.4,-9.1
17203,SD,Miner County,2015,2210,0.4,-31.6
17204,SD,Miner County,2016,2241,0.4,13.9
17205,SD,Miner County,2017,2228,0.4,-7.2
17206,SD,Minnehaha County,2011,171604,3.3,-2.1
17207,SD,Minnehaha County,2012,174693,3.3,5.7
17208,SD,Minnehaha County,2013,178424,3.4,9.0
17209,SD,Minnehaha County,2014,181329,3.6,3.3
17210,SD,Minnehaha County,2015,183880,3.9,1.4
17211,SD,Minnehaha County,2016,186051,3.9,-1.3
17212,SD,Minnehaha County,2017,188616,3.9,1.3
17213,SD,Moody County,2011,6486,1.8,-10.0
17214,SD,Moody County,2012,6464,3.9,-13.3
17215,SD,Moody County,2013,6445,5.1,-10.2
17216,SD,Moody County,2014,6432,4.3,-15.1
17217,SD,Moody County,2015,6467,4.5,-5.3
17218,SD,Moody County,2016,6556,4.9,1.4
17219,SD,Moody County,2017,6579,4.9,-9.1
17220,SD,Oglala Lakota County,2011,13898,-0.1,2.0
17221,SD,Oglala Lakota County,2012,14039,-0.1,-5.5
17222,SD,Oglala Lakota County,2013,14129,-0.1,-8.8
17223,SD,Oglala Lakota County,2014,14217,-0.1,-10.3
17224,SD,Oglala Lakota County,2015,14364,-0.1,-2.4
17225,SD,Oglala Lakota County,2016,14392,-0.1,-6.2
17226,SD,Oglala Lakota County,2017,14354,-0.1,-11.6
17227,SD,Pennington County,2011,102382,0.0,4.3
17228,SD,Pennington County,2012,104182,1.2,8.6
17229,SD,Pennington County,2013,105934,0.4,8.8
17230,SD,Pennington County,2014,107543,0.5,7.0
17231,SD,Pennington County,2015,108107,0.6,-2.0
17232,SD,Pennington County,2016,108903,0.4,1.9
17233,SD,Pennington County,2017,110141,0.2,5.8
17234,SD,Perkins County,2011,3009,0.0,17.0
17235,SD,Perkins County,2012,3023,0.3,9.0
17236,SD,Perkins County,2013,3017,0.0,1.3
17237,SD,Perkins County,2014,3014,0.0,-1.0
17238,SD,Perkins County,2015,2975,0.0,-8.0
17239,SD,Perkins County,2016,2966,0.0,-5.0
17240,SD,Perkins County,2017,2974,0.0,-1.7
17241,SD,Potter County,2011,2370,0.0,11.9
17242,SD,Potter County,2012,2338,0.0,-2.1
17243,SD,Potter County,2013,2356,0.9,12.4
17244,SD,Potter County,2014,2307,0.9,-20.2
17245,SD,Potter County,2015,2297,0.9,3.5
17246,SD,Potter County,2016,2270,1.3,-11.4
17247,SD,Potter County,2017,2231,1.3,-15.6
17248,SD,Roberts County,2011,10297,1.0,4.1
17249,SD,Roberts County,2012,10326,0.8,-5.1
17250,SD,Roberts County,2013,10247,0.6,-12.7
17251,SD,Roberts County,2014,10291,0.2,-4.6
17252,SD,Roberts County,2015,10211,0.4,-12.5
17253,SD,Roberts County,2016,10222,0.4,-8.2
17254,SD,Roberts County,2017,10278,0.4,-1.2
17255,SD,Sanborn County,2011,2355,0.0,-0.8
17256,SD,Sanborn County,2012,2318,0.4,-13.7
17257,SD,Sanborn County,2013,2326,0.4,1.7
17258,SD,Sanborn County,2014,2330,0.4,0.9
17259,SD,Sanborn County,2015,2345,0.4,1.3
17260,SD,Sanborn County,2016,2378,0.4,6.8
17261,SD,Sanborn County,2017,2450,0.4,21.1
17262,SD,Spink County,2011,6495,0.6,11.3
17263,SD,Spink County,2012,6636,0.9,19.6
17264,SD,Spink County,2013,6565,-0.2,-10.2
17265,SD,Spink County,2014,6556,-0.2,-3.8
17266,SD,Spink County,2015,6457,-0.2,-14.0
17267,SD,Spink County,2016,6404,-0.2,-7.8
17268,SD,Spink County,2017,6410,-0.2,0.8
17269,SD,Stanley County,2011,2978,0.0,-3.7
17270,SD,Stanley County,2012,2976,0.0,-8.1
17271,SD,Stanley County,2013,2979,0.0,-3.0
17272,SD,Stanley County,2014,2980,0.0,-5.0
17273,SD,Stanley County,2015,2975,0.0,-7.4
17274,SD,Stanley County,2016,3024,0.0,3.3
17275,SD,Stanley County,2017,3011,0.0,-12.9
17276,SD,Sully County,2011,1377,3.6,-6.5
17277,SD,Sully County,2012,1429,1.4,28.5
17278,SD,Sully County,2013,1439,3.5,4.9
17279,SD,Sully County,2014,1409,0.7,-29.5
17280,SD,Sully County,2015,1406,0.7,-7.8
17281,SD,Sully County,2016,1419,0.7,4.2
17282,SD,Sully County,2017,1407,0.7,-17.0
17283,SD,Todd County,2011,9841,-0.4,-0.9
17284,SD,Todd County,2012,9904,0.0,-12.0
17285,SD,Todd County,2013,9988,0.0,-8.9
17286,SD,Todd County,2014,9933,-0.2,-25.8
17287,SD,Todd County,2015,9993,-0.2,-10.9
17288,SD,Todd County,2016,10099,-0.2,-3.7
17289,SD,Todd County,2017,10065,-0.2,-17.5
17290,SD,Tripp County,2011,5631,-0.2,-0.5
17291,SD,Tripp County,2012,5517,-0.4,-20.3
17292,SD,Tripp County,2013,5523,-0.4,0.4
17293,SD,Tripp County,2014,5509,-0.4,0.9
17294,SD,Tripp County,2015,5420,-0.4,-17.0
17295,SD,Tripp County,2016,5490,-0.4,12.8
17296,SD,Tripp County,2017,5460,-0.4,-7.1
17297,SD,Turner County,2011,8353,0.0,1.9
17298,SD,Turner County,2012,8298,0.2,-5.8
17299,SD,Turner County,2013,8307,0.2,1.6
17300,SD,Turner County,2014,8190,0.2,-12.6
17301,SD,Turner County,2015,8128,0.2,-2.8
17302,SD,Turner County,2016,8268,0.2,17.3
17303,SD,Turner County,2017,8315,0.2,6.2
17304,SD,Union County,2011,14644,-0.1,6.5
17305,SD,Union County,2012,14801,-0.7,6.9
17306,SD,Union County,2013,14761,-0.5,-4.9
17307,SD,Union County,2014,14989,-0.4,13.4
17308,SD,Union County,2015,14872,-0.4,-8.4
17309,SD,Union County,2016,14992,-0.4,4.0
17310,SD,Union County,2017,15029,-0.4,-0.9
17311,SD,Walworth County,2011,5562,1.1,21.8
17312,SD,Walworth County,2012,5447,1.1,-19.8
17313,SD,Walworth County,2013,5505,3.7,8.8
17314,SD,Walworth County,2014,5528,4.7,0.9
17315,SD,Walworth County,2015,5432,5.1,-17.2
17316,SD,Walworth County,2016,5501,4.9,6.8
17317,SD,Walworth County,2017,5543,4.9,0.9
17318,SD,Yankton County,2011,22499,-0.6,1.6
17319,SD,Yankton County,2012,22580,-0.2,2.0
17320,SD,Yankton County,2013,22649,0.1,-0.1
17321,SD,Yankton County,2014,22683,0.2,-1.9
17322,SD,Yankton County,2015,22682,0.2,-1.4
17323,SD,Yankton County,2016,22626,0.2,-3.7
17324,SD,Yankton County,2017,22662,0.2,-2.3
17325,SD,Ziebach County,2011,2839,0.7,-6.0
17326,SD,Ziebach County,2012,2879,0.0,1.4
17327,SD,Ziebach County,2013,2854,0.3,-15.7
17328,SD,Ziebach County,2014,2860,0.4,-9.1
17329,SD,Ziebach County,2015,2839,0.4,-13.3
17330,SD,Ziebach County,2016,2874,0.4,7.0
17331,SD,Ziebach County,2017,2756,0.4,-44.0
17332,TN,Tennessee,2011,6396281,1.1,2.4
17333,TN,Tennessee,2012,6450632,1.3,4.1
17334,TN,Tennessee,2013,6490795,1.2,2.3
17335,TN,Tennessee,2014,6540007,1.4,3.5
17336,TN,Tennessee,2015,6590726,1.7,3.6
17337,TN,Tennessee,2016,6649404,1.6,4.9
17338,TN,Tennessee,2017,6715984,1.6,6.0
17339,TN,Anderson County,2011,75173,0.5,1.4
17340,TN,Anderson County,2012,75196,0.4,1.8
17341,TN,Anderson County,2013,75258,0.6,1.7
17342,TN,Anderson County,2014,75131,0.7,0.1
17343,TN,Anderson County,2015,75459,0.8,5.4
17344,TN,Anderson County,2016,75585,0.8,2.6
17345,TN,Anderson County,2017,76257,0.8,9.4
17346,TN,Bedford County,2011,45227,1.7,-2.5
17347,TN,Bedford County,2012,45262,1.4,-4.4
17348,TN,Bedford County,2013,45584,0.6,3.1
17349,TN,Bedford County,2014,46259,0.6,10.5
17350,TN,Bedford County,2015,46892,1.0,9.7
17351,TN,Bedford County,2016,47420,1.0,7.0
17352,TN,Bedford County,2017,48117,1.0,10.9
17353,TN,Benton County,2011,16488,0.0,1.5
17354,TN,Benton County,2012,16414,0.0,1.9
17355,TN,Benton County,2013,16358,0.1,-0.3
17356,TN,Benton County,2014,16176,0.2,-4.4
17357,TN,Benton County,2015,16192,0.2,6.0
17358,TN,Benton County,2016,16059,0.2,-2.1
17359,TN,Benton County,2017,15986,0.2,1.5
17360,TN,Bledsoe County,2011,12906,-0.1,2.2
17361,TN,Bledsoe County,2012,12851,-0.2,-4.6
17362,TN,Bledsoe County,2013,13846,-0.1,73.6
17363,TN,Bledsoe County,2014,14419,-0.1,40.5
17364,TN,Bledsoe County,2015,14483,-0.1,4.8
17365,TN,Bledsoe County,2016,14599,-0.1,8.9
17366,TN,Bledsoe County,2017,14717,-0.1,7.8
17367,TN,Blount County,2011,123653,0.4,3.4
17368,TN,Blount County,2012,123904,0.4,1.5
17369,TN,Blount County,2013,124844,0.1,8.2
17370,TN,Blount County,2014,125827,0.3,8.0
17371,TN,Blount County,2015,126832,0.4,8.0
17372,TN,Blount County,2016,128244,0.4,11.4
17373,TN,Blount County,2017,129929,0.4,13.4
17374,TN,Bradley County,2011,99838,0.8,5.3
17375,TN,Bradley County,2012,101061,0.8,8.7
17376,TN,Bradley County,2013,101747,0.9,3.7
17377,TN,Bradley County,2014,102816,1.3,6.8
17378,TN,Bradley County,2015,103802,1.4,7.1
17379,TN,Bradley County,2016,104407,1.5,2.6
17380,TN,Bradley County,2017,105560,1.5,8.1
17381,TN,Campbell County,2011,40567,-0.4,-0.3
17382,TN,Campbell County,2012,40478,-0.3,-0.6
17383,TN,Campbell County,2013,40217,-0.2,-3.0
17384,TN,Campbell County,2014,39895,-0.2,-3.7
17385,TN,Campbell County,2015,39687,-0.2,-0.5
17386,TN,Campbell County,2016,39671,-0.3,3.5
17387,TN,Campbell County,2017,39648,-0.3,3.4
17388,TN,Cannon County,2011,13723,0.6,-5.7
17389,TN,Cannon County,2012,13803,0.5,6.6
17390,TN,Cannon County,2013,13704,1.2,-5.8
17391,TN,Cannon County,2014,13614,0.8,-4.0
17392,TN,Cannon County,2015,13754,0.8,11.2
17393,TN,Cannon County,2016,13907,0.8,11.6
17394,TN,Cannon County,2017,14216,0.8,19.6
17395,TN,Carroll County,2011,28530,0.0,5.7
17396,TN,Carroll County,2012,28652,0.1,6.9
17397,TN,Carroll County,2013,28588,0.1,0.5
17398,TN,Carroll County,2014,28358,0.1,-5.7
17399,TN,Carroll County,2015,27953,0.2,-7.9
17400,TN,Carroll County,2016,27924,0.2,1.6
17401,TN,Carroll County,2017,27860,0.2,0.5
17402,TN,Carter County,2011,57353,0.2,0.1
17403,TN,Carter County,2012,57254,0.3,0.6
17404,TN,Carter County,2013,56917,0.1,-2.2
17405,TN,Carter County,2014,56270,0.0,-9.1
17406,TN,Carter County,2015,56366,0.1,4.6
17407,TN,Carter County,2016,56458,0.0,5.4
17408,TN,Carter County,2017,56488,0.1,4.5
17409,TN,Cheatham County,2011,38971,0.0,-5.2
17410,TN,Cheatham County,2012,39220,0.0,4.0
17411,TN,Cheatham County,2013,39334,0.0,2.5
17412,TN,Cheatham County,2014,39604,0.1,4.0
17413,TN,Cheatham County,2015,39571,0.1,-2.8
17414,TN,Cheatham County,2016,39728,0.1,3.1
17415,TN,Cheatham County,2017,40330,0.0,13.0
17416,TN,Chester County,2011,17126,0.4,-3.8
17417,TN,Chester County,2012,17052,-0.2,-5.1
17418,TN,Chester County,2013,17079,0.1,0.0
17419,TN,Chester County,2014,17101,0.4,0.8
17420,TN,Chester County,2015,17083,0.4,-0.9
17421,TN,Chester County,2016,17102,0.4,0.4
17422,TN,Chester County,2017,17119,0.4,-0.2
17423,TN,Claiborne County,2011,32087,0.2,-2.0
17424,TN,Claiborne County,2012,31746,0.2,-7.1
17425,TN,Claiborne County,2013,31613,0.1,0.1
17426,TN,Claiborne County,2014,31529,-0.1,1.4
17427,TN,Claiborne County,2015,31517,0.0,3.0
17428,TN,Claiborne County,2016,31561,0.0,7.1
17429,TN,Claiborne County,2017,31609,0.0,5.3
17430,TN,Clay County,2011,7767,0.1,-6.5
17431,TN,Clay County,2012,7727,0.3,0.3
17432,TN,Clay County,2013,7708,0.1,-1.6
17433,TN,Clay County,2014,7639,0.4,-3.3
17434,TN,Clay County,2015,7683,0.7,8.1
17435,TN,Clay County,2016,7688,0.8,6.5
17436,TN,Clay County,2017,7703,0.8,5.8
17437,TN,Cocke County,2011,35401,-0.1,-4.7
17438,TN,Cocke County,2012,35455,-0.1,3.4
17439,TN,Cocke County,2013,35325,-0.1,-0.6
17440,TN,Cocke County,2014,35201,-0.1,1.1
17441,TN,Cocke County,2015,35068,-0.1,-0.5
17442,TN,Cocke County,2016,35160,-0.1,6.4
17443,TN,Cocke County,2017,35556,-0.1,14.1
17444,TN,Coffee County,2011,52909,0.1,2.6
17445,TN,Coffee County,2012,53144,0.2,4.7
17446,TN,Coffee County,2013,53295,-0.3,3.2
17447,TN,Coffee County,2014,53521,-0.4,4.4
17448,TN,Coffee County,2015,54094,-0.3,9.6
17449,TN,Coffee County,2016,54428,-0.3,6.3
17450,TN,Coffee County,2017,55034,-0.3,10.5
17451,TN,Crockett County,2011,14558,0.5,-2.5
17452,TN,Crockett County,2012,14610,0.3,4.5
17453,TN,Crockett County,2013,14608,0.3,-1.8
17454,TN,Crockett County,2014,14645,0.4,2.6
17455,TN,Crockett County,2015,14578,0.4,-3.7
17456,TN,Crockett County,2016,14467,0.4,-8.3
17457,TN,Crockett County,2017,14473,0.4,1.5
17458,TN,Cumberland County,2011,56522,0.3,7.6
17459,TN,Cumberland County,2012,56894,0.5,9.4
17460,TN,Cumberland County,2013,57322,0.4,10.9
17461,TN,Cumberland County,2014,57836,0.5,12.7
17462,TN,Cumberland County,2015,58122,0.5,8.9
17463,TN,Cumberland County,2016,58532,0.6,10.7
17464,TN,Cumberland County,2017,59078,0.6,13.0
17465,TN,Davidson County,2011,635602,3.9,0.9
17466,TN,Davidson County,2012,649326,4.0,9.6
17467,TN,Davidson County,2013,659868,4.5,4.2
17468,TN,Davidson County,2014,670314,5.3,3.0
17469,TN,Davidson County,2015,681285,5.8,2.6
17470,TN,Davidson County,2016,688901,5.8,-1.7
17471,TN,Davidson County,2017,691243,5.8,-9.2
17472,TN,Decatur County,2011,11681,0.9,0.8
17473,TN,Decatur County,2012,11633,0.9,0.4
17474,TN,Decatur County,2013,11662,1.0,4.0
17475,TN,Decatur County,2014,11680,1.2,4.5
17476,TN,Decatur County,2015,11600,1.2,-2.6
17477,TN,Decatur County,2016,11711,1.3,12.7
17478,TN,Decatur County,2017,11751,1.3,6.6
17479,TN,DeKalb County,2011,18758,1.3,2.5
17480,TN,DeKalb County,2012,18859,1.3,4.6
17481,TN,DeKalb County,2013,19112,2.3,11.3
17482,TN,DeKalb County,2014,19219,3.0,4.9
17483,TN,DeKalb County,2015,19274,3.5,-1.1
17484,TN,DeKalb County,2016,19442,3.6,6.5
17485,TN,DeKalb County,2017,19852,3.5,17.7
17486,TN,Dickson County,2011,49924,-0.1,2.7
17487,TN,Dickson County,2012,50115,0.1,2.6
17488,TN,Dickson County,2013,50131,-0.2,-2.8
17489,TN,Dickson County,2014,50473,-0.1,5.1
17490,TN,Dickson County,2015,51327,0.0,14.4
17491,TN,Dickson County,2016,51922,0.0,11.4
17492,TN,Dickson County,2017,52853,0.0,16.1
17493,TN,Dyer County,2011,38110,0.3,-6.8
17494,TN,Dyer County,2012,38183,0.4,-1.3
17495,TN,Dyer County,2013,38088,0.3,-3.7
17496,TN,Dyer County,2014,37815,0.5,-8.4
17497,TN,Dyer County,2015,37782,0.5,-1.9
17498,TN,Dyer County,2016,37605,0.6,-6.1
17499,TN,Dyer County,2017,37463,0.6,-4.4
17500,TN,Fayette County,2011,38566,0.0,0.4
17501,TN,Fayette County,2012,38671,0.2,-0.3
17502,TN,Fayette County,2013,38821,0.3,1.2
17503,TN,Fayette County,2014,39031,0.6,3.5
17504,TN,Fayette County,2015,39218,0.6,3.9
17505,TN,Fayette County,2016,39575,0.6,9.2
17506,TN,Fayette County,2017,40036,0.6,11.2
17507,TN,Fentress County,2011,17993,-0.3,5.0
17508,TN,Fentress County,2012,17887,-0.2,-3.3
17509,TN,Fentress County,2013,17910,-0.2,4.0
17510,TN,Fentress County,2014,17838,0.0,-0.2
17511,TN,Fentress County,2015,17860,0.0,4.9
17512,TN,Fentress County,2016,17955,0.0,7.4
17513,TN,Fentress County,2017,18136,0.0,13.5
17514,TN,Franklin County,2011,40818,-0.2,-0.6
17515,TN,Franklin County,2012,40678,0.5,-2.2
17516,TN,Franklin County,2013,41173,1.0,13.2
17517,TN,Franklin County,2014,41268,1.1,4.7
17518,TN,Franklin County,2015,41324,1.2,2.5
17519,TN,Franklin County,2016,41567,1.3,6.4
17520,TN,Franklin County,2017,41652,1.3,2.5
17521,TN,Gibson County,2011,49829,0.0,4.4
17522,TN,Gibson County,2012,49625,0.2,-3.9
17523,TN,Gibson County,2013,49330,0.0,-4.9
17524,TN,Gibson County,2014,49368,0.0,1.6
17525,TN,Gibson County,2015,49196,0.0,-2.5
17526,TN,Gibson County,2016,49103,0.0,0.1
17527,TN,Gibson County,2017,49111,0.0,1.6
17528,TN,Giles County,2011,29326,0.7,-1.3
17529,TN,Giles County,2012,28969,0.7,-10.9
17530,TN,Giles County,2013,28806,0.9,-4.1
17531,TN,Giles County,2014,28824,1.1,2.0
17532,TN,Giles County,2015,28950,1.2,2.9
17533,TN,Giles County,2016,29140,1.2,5.6
17534,TN,Giles County,2017,29401,1.2,8.1
17535,TN,Grainger County,2011,22750,-0.1,2.9
17536,TN,Grainger County,2012,22689,0.2,-2.4
17537,TN,Grainger County,2013,22736,0.0,5.2
17538,TN,Grainger County,2014,22865,0.0,8.4
17539,TN,Grainger County,2015,22851,0.1,2.1
17540,TN,Grainger County,2016,23112,0.0,13.0
17541,TN,Grainger County,2017,23144,0.0,3.7
17542,TN,Greene County,2011,69090,0.4,7.4
17543,TN,Greene County,2012,68692,0.2,-2.8
17544,TN,Greene County,2013,68293,0.0,-2.5
17545,TN,Greene County,2014,68440,0.2,4.9
17546,TN,Greene County,2015,68500,0.2,4.3
17547,TN,Greene County,2016,68559,0.3,4.1
17548,TN,Greene County,2017,68808,0.3,7.0
17549,TN,Grundy County,2011,13587,0.0,-8.7
17550,TN,Grundy County,2012,13591,0.0,4.6
17551,TN,Grundy County,2013,13448,0.0,-5.6
17552,TN,Grundy County,2014,13374,0.0,-1.7
17553,TN,Grundy County,2015,13334,0.0,0.6
17554,TN,Grundy County,2016,13279,0.0,-1.4
17555,TN,Grundy County,2017,13361,0.0,9.1
17556,TN,Hamblen County,2011,62801,1.1,1.7
17557,TN,Hamblen County,2012,62683,1.2,-4.5
17558,TN,Hamblen County,2013,62997,1.7,2.7
17559,TN,Hamblen County,2014,62952,1.7,-2.1
17560,TN,Hamblen County,2015,63384,2.0,4.1
17561,TN,Hamblen County,2016,63717,2.1,3.1
17562,TN,Hamblen County,2017,64277,2.1,6.0
17563,TN,Hamilton County,2011,341035,1.5,7.0
17564,TN,Hamilton County,2012,345693,1.1,10.0
17565,TN,Hamilton County,2013,348919,1.1,5.6
17566,TN,Hamilton County,2014,350602,1.2,1.6
17567,TN,Hamilton County,2015,353748,1.4,5.4
17568,TN,Hamilton County,2016,358061,1.5,8.1
17569,TN,Hamilton County,2017,361613,1.4,6.2
17570,TN,Hancock County,2011,6699,0.0,-9.3
17571,TN,Hancock County,2012,6660,-0.1,-2.7
17572,TN,Hancock County,2013,6626,0.2,-0.8
17573,TN,Hancock County,2014,6624,0.2,3.5
17574,TN,Hancock County,2015,6579,0.2,1.8
17575,TN,Hancock County,2016,6597,0.2,4.3
17576,TN,Hancock County,2017,6600,0.2,3.3
17577,TN,Hardeman County,2011,26848,0.0,-12.4
17578,TN,Hardeman County,2012,26546,0.0,-10.7
17579,TN,Hardeman County,2013,26282,0.0,-10.1
17580,TN,Hardeman County,2014,25931,0.0,-12.1
17581,TN,Hardeman County,2015,25783,0.0,-5.8
17582,TN,Hardeman County,2016,25476,0.0,-10.5
17583,TN,Hardeman County,2017,25447,0.0,1.0
17584,TN,Hardin County,2011,25869,0.0,-5.0
17585,TN,Hardin County,2012,25963,0.0,5.7
17586,TN,Hardin County,2013,25924,-0.3,3.8
17587,TN,Hardin County,2014,25794,0.5,-0.7
17588,TN,Hardin County,2015,25741,0.7,1.5
17589,TN,Hardin County,2016,25759,0.7,1.9
17590,TN,Hardin County,2017,25846,0.7,4.2
17591,TN,Hawkins County,2011,56528,-0.4,-4.1
17592,TN,Hawkins County,2012,56413,-0.2,1.0
17593,TN,Hawkins County,2013,56577,-0.1,4.4
17594,TN,Hawkins County,2014,56368,-0.1,-0.2
17595,TN,Hawkins County,2015,56242,-0.1,1.0
17596,TN,Hawkins County,2016,56366,-0.1,5.6
17597,TN,Hawkins County,2017,56459,-0.1,4.9
17598,TN,Haywood County,2011,18535,-0.1,-16.8
17599,TN,Haywood County,2012,18246,-0.2,-16.6
17600,TN,Haywood County,2013,18206,0.3,-5.0
17601,TN,Haywood County,2014,18164,0.1,-5.5
