,State,Area,LHS,HS,SC,BD
2153,OH,Portage County,8.1,37.2,27.4,27.3
2154,OH,Preble County,11.2,44.8,30.5,13.5
2155,OH,Putnam County,7.1,42.3,31.1,19.4
2156,OH,Richland County,12.8,40.9,29.9,16.4
2157,OH,Ross County,14.3,43.6,26.8,15.3
2158,OH,Sandusky County,10.7,42.3,32.2,14.8
2159,OH,Scioto County,15.9,40.6,28.5,15.0
2160,OH,Seneca County,9.2,45.5,30.6,14.7
2161,OH,Shelby County,9.3,43.4,30.2,17.1
2162,OH,Stark County,9.6,37.9,29.9,22.6
2163,OH,Summit County,9.0,32.1,28.1,30.7
2164,OH,Trumbull County,11.1,45.2,25.7,18.0
2165,OH,Tuscarawas County,14.1,46.4,24.5,15.0
2166,OH,Union County,8.1,35.7,27.2,29.1
2167,OH,Van Wert County,8.5,47.6,26.8,17.2
2168,OH,Vinton County,19.2,46.3,25.0,9.6
2169,OH,Warren County,7.1,26.1,25.8,41.0
2170,OH,Washington County,9.8,41.3,30.5,18.4
2171,OH,Wayne County,14.6,40.5,23.4,21.5
2172,OH,Williams County,11.4,45.0,29.4,14.2
2173,OH,Wood County,5.9,31.4,31.0,31.7
2174,OH,Wyandot County,9.7,48.0,27.7,14.6
2175,OK,Oklahoma,12.7,31.6,31.2,24.5
2176,OK,Adair County,20.5,42.9,23.1,13.4
2177,OK,Alfalfa County,11.5,40.1,27.6,20.9
2178,OK,Atoka County,18.2,40.6,26.5,14.7
2179,OK,Beaver County,15.8,37.8,24.9,21.5
2180,OK,Beckham County,15.5,39.8,26.4,18.3
2181,OK,Blaine County,15.0,38.1,30.0,17.0
2182,OK,Bryan County,13.9,34.2,29.8,22.1
2183,OK,Caddo County,14.2,41.3,28.4,16.1
2184,OK,Canadian County,8.2,29.5,36.5,25.8
2185,OK,Carter County,13.5,38.0,29.1,19.5
2186,OK,Cherokee County,14.3,32.0,29.6,24.1
2187,OK,Choctaw County,19.4,39.7,27.9,13.0
2188,OK,Cimarron County,15.5,37.8,26.9,19.8
2189,OK,Cleveland County,8.7,25.4,34.1,31.8
2190,OK,Coal County,17.1,39.9,26.0,17.0
2191,OK,Comanche County,10.4,33.6,35.3,20.7
2192,OK,Cotton County,12.3,40.6,30.7,16.4
2193,OK,Craig County,14.4,40.4,31.0,14.3
2194,OK,Creek County,13.7,41.0,29.7,15.6
2195,OK,Custer County,12.1,34.4,25.7,27.8
2196,OK,Delaware County,15.5,36.9,30.9,16.7
2197,OK,Dewey County,9.5,44.1,24.4,22.0
2198,OK,Ellis County,12.1,36.1,29.9,21.9
2199,OK,Garfield County,12.8,36.4,29.5,21.4
2200,OK,Garvin County,15.3,43.3,25.9,15.4
2201,OK,Grady County,12.3,39.2,30.7,17.8
2202,OK,Grant County,9.0,35.1,31.7,24.3
2203,OK,Greer County,14.2,37.5,33.9,14.4
2204,OK,Harmon County,23.0,26.7,28.8,21.5
2205,OK,Harper County,18.0,35.7,22.2,24.1
2206,OK,Haskell County,19.6,39.2,29.2,12.1
2207,OK,Hughes County,20.3,40.1,28.7,10.9
2208,OK,Jackson County,17.5,26.6,35.3,20.6
2209,OK,Jefferson County,16.1,42.1,28.4,13.3
2210,OK,Johnston County,19.0,36.7,28.5,15.8
2211,OK,Kay County,13.0,33.3,34.2,19.5
2212,OK,Kingfisher County,11.7,35.8,30.5,22.0
2213,OK,Kiowa County,15.4,37.4,29.7,17.6
2214,OK,Latimer County,15.9,34.8,33.5,15.9
2215,OK,Le Flore County,18.2,40.8,26.5,14.5
2216,OK,Lincoln County,14.9,38.8,32.0,14.3
2217,OK,Logan County,9.7,33.1,30.6,26.6
2218,OK,Love County,16.8,43.4,26.3,13.4
2219,OK,McClain County,12.0,34.5,30.6,22.9
2220,OK,McCurtain County,18.4,41.8,26.1,13.8
2221,OK,McIntosh County,15.7,40.2,30.3,13.8
2222,OK,Major County,12.1,41.3,29.8,16.9
2223,OK,Marshall County,19.7,34.8,31.9,13.6
2224,OK,Mayes County,13.8,38.3,32.6,15.3
2225,OK,Murray County,17.2,38.0,24.7,20.2
2226,OK,Muskogee County,14.5,35.9,30.5,19.2
2227,OK,Noble County,11.5,35.2,30.6,22.7
2228,OK,Nowata County,14.3,43.4,29.7,12.6
2229,OK,Okfuskee County,20.9,37.6,29.3,12.1
2230,OK,Oklahoma County,13.6,25.3,30.3,30.8
2231,OK,Okmulgee County,12.7,36.6,35.1,15.6
2232,OK,Osage County,12.0,41.6,29.6,16.9
2233,OK,Ottawa County,16.2,36.2,33.8,13.9
2234,OK,Pawnee County,12.4,43.0,28.1,16.5
2235,OK,Payne County,8.8,26.4,27.7,37.1
2236,OK,Pittsburg County,13.9,36.5,33.5,16.1
2237,OK,Pontotoc County,11.5,33.9,27.6,27.0
2238,OK,Pottawatomie County,13.5,35.5,33.3,17.7
2239,OK,Pushmataha County,17.8,39.1,28.6,14.4
2240,OK,Roger Mills County,8.1,38.5,32.3,21.2
2241,OK,Rogers County,8.7,32.9,35.2,23.2
2242,OK,Seminole County,16.2,35.8,34.1,13.9
2243,OK,Sequoyah County,18.5,38.4,29.1,14.1
2244,OK,Stephens County,13.1,40.0,28.9,18.0
2245,OK,Texas County,28.3,29.5,22.1,20.1
2246,OK,Tillman County,22.3,36.3,25.3,16.1
2247,OK,Tulsa County,11.2,25.8,32.3,30.7
2248,OK,Wagoner County,10.4,34.8,33.0,21.8
2249,OK,Washington County,9.2,35.1,29.4,26.3
2250,OK,Washita County,11.9,40.9,25.7,21.4
2251,OK,Woods County,12.1,33.4,27.8,26.7
2252,OK,Woodward County,12.6,38.2,28.3,20.9
2253,OR,Oregon,10.0,23.9,34.7,31.4
2254,OR,Baker County,9.6,31.6,35.8,23.0
2255,OR,Benton County,5.0,14.3,27.0,53.7
2256,OR,Clackamas County,6.7,22.4,36.8,34.1
2257,OR,Clatsop County,8.1,25.6,42.3,24.1
2258,OR,Columbia County,9.6,32.5,38.6,19.2
2259,OR,Coos County,11.1,32.4,38.1,18.4
2260,OR,Crook County,12.4,36.4,35.1,16.1
2261,OR,Curry County,10.3,27.6,38.5,23.6
2262,OR,Deschutes County,7.0,23.6,36.1,33.3
2263,OR,Douglas County,10.9,32.4,40.4,16.3
2264,OR,Gilliam County,10.1,37.8,35.1,17.1
2265,OR,Grant County,10.4,31.8,36.1,21.7
2266,OR,Harney County,10.4,35.4,36.8,17.3
2267,OR,Hood River County,19.7,24.9,25.3,30.1
2268,OR,Jackson County,11.1,27.1,35.8,26.1
2269,OR,Jefferson County,16.5,29.3,38.2,16.1
2270,OR,Josephine County,11.2,32.3,39.2,17.3
2271,OR,Klamath County,12.4,30.7,38.0,18.9
2272,OR,Lake County,16.1,33.4,33.2,17.3
2273,OR,Lane County,8.9,24.7,37.7,28.7
2274,OR,Lincoln County,10.7,29.8,36.4,23.0
2275,OR,Linn County,10.3,30.4,41.1,18.1
2276,OR,Malheur County,19.9,30.1,36.8,13.3
2277,OR,Marion County,14.9,27.1,35.6,22.4
2278,OR,Morrow County,24.9,34.6,30.6,10.0
2279,OR,Multnomah County,9.3,17.6,30.3,42.7
2280,OR,Polk County,9.0,25.8,35.4,29.8
2281,OR,Sherman County,6.7,35.9,40.5,17.0
2282,OR,Tillamook County,10.2,33.6,35.3,20.9
2283,OR,Umatilla County,17.4,29.0,38.1,15.6
2284,OR,Union County,7.4,33.6,35.8,23.3
2285,OR,Wallowa County,6.8,32.5,35.6,25.2
2286,OR,Wasco County,14.2,30.0,37.3,18.6
2287,OR,Washington County,9.2,18.6,31.0,41.2
2288,OR,Wheeler County,8.4,38.0,36.6,17.0
2289,OR,Yamhill County,12.0,28.0,35.4,24.5
2290,PA,Pennsylvania,10.5,36.0,24.2,29.3
2291,PA,Adams County,12.2,41.9,24.1,21.9
2292,PA,Allegheny County,6.1,28.9,25.9,39.1
2293,PA,Armstrong County,10.9,48.8,24.8,15.5
2294,PA,Beaver County,8.1,39.1,29.4,23.4
2295,PA,Bedford County,13.3,50.8,22.1,13.8
2296,PA,Berks County,14.5,38.1,23.8,23.6
2297,PA,Blair County,9.3,48.1,23.0,19.5
2298,PA,Bradford County,11.1,48.3,22.9,17.7
2299,PA,Bucks County,6.4,30.2,25.0,38.4
2300,PA,Butler County,6.5,34.2,26.0,33.3
2301,PA,Cambria County,9.5,45.5,24.7,20.2
2302,PA,Cameron County,12.8,45.9,25.7,15.6
2303,PA,Carbon County,10.8,46.7,26.5,16.0
2304,PA,Centre County,6.7,31.1,19.8,42.4
2305,PA,Chester County,7.0,22.5,20.2,50.2
2306,PA,Clarion County,11.5,46.1,21.5,20.9
2307,PA,Clearfield County,12.9,50.8,23.1,13.2
2308,PA,Clinton County,12.4,46.0,24.1,17.5
2309,PA,Columbia County,11.0,44.6,23.0,21.4
2310,PA,Crawford County,11.7,44.9,22.8,20.6
2311,PA,Cumberland County,8.6,33.9,23.8,33.6
2312,PA,Dauphin County,10.9,34.0,25.8,29.3
2313,PA,Delaware County,7.6,31.6,24.0,36.8
2314,PA,Elk County,8.5,48.8,25.0,17.8
2315,PA,Erie County,8.9,39.8,24.3,27.0
2316,PA,Fayette County,12.6,50.4,22.2,14.7
2317,PA,Forest County,19.2,54.6,17.8,8.3
2318,PA,Franklin County,13.5,43.1,23.4,20.1
2319,PA,Fulton County,13.0,52.4,21.2,13.4
2320,PA,Greene County,13.3,47.7,21.7,17.3
2321,PA,Huntingdon County,11.4,51.2,22.7,14.7
2322,PA,Indiana County,11.0,44.1,22.7,22.2
2323,PA,Jefferson County,10.9,51.3,23.0,14.8
2324,PA,Juniata County,17.6,51.4,17.7,13.3
2325,PA,Lackawanna County,10.0,37.6,26.3,26.1
2326,PA,Lancaster County,15.4,37.4,21.6,25.7
2327,PA,Lawrence County,10.5,44.3,24.9,20.3
2328,PA,Lebanon County,14.0,43.3,22.9,19.9
2329,PA,Lehigh County,11.9,33.3,25.8,28.9
2330,PA,Luzerne County,10.9,39.2,27.9,22.1
2331,PA,Lycoming County,11.1,40.2,28.0,20.6
2332,PA,McKean County,10.4,47.9,24.7,17.0
2333,PA,Mercer County,10.5,44.1,23.8,21.6
2334,PA,Mifflin County,16.9,51.1,19.9,12.1
2335,PA,Monroe County,10.5,36.5,29.5,23.6
2336,PA,Montgomery County,6.1,24.6,21.9,47.5
2337,PA,Montour County,10.2,41.5,19.9,28.5
2338,PA,Northampton County,9.6,35.1,27.4,27.9
2339,PA,Northumberland County,14.2,50.2,20.6,15.0
2340,PA,Perry County,11.7,46.2,25.7,16.3
2341,PA,Philadelphia County,17.4,33.5,22.8,26.4
2342,PA,Pike County,9.3,34.9,30.5,25.3
2343,PA,Potter County,12.5,47.9,24.6,15.0
2344,PA,Schuylkill County,12.1,47.7,24.9,15.3
2345,PA,Snyder County,17.1,45.5,20.7,16.7
2346,PA,Somerset County,12.9,49.2,22.5,15.5
2347,PA,Sullivan County,11.0,49.2,24.3,15.5
2348,PA,Susquehanna County,11.1,46.6,25.6,16.7
2349,PA,Tioga County,10.9,44.1,24.5,20.5
2350,PA,Union County,14.8,40.9,22.1,22.1
2351,PA,Venango County,11.1,49.3,23.1,16.5
2352,PA,Warren County,8.8,46.6,26.2,18.4
2353,PA,Washington County,8.2,38.8,24.8,28.1
2354,PA,Wayne County,10.1,43.1,26.3,20.5
2355,PA,Westmoreland County,7.0,38.5,27.6,26.9
2356,PA,Wyoming County,8.4,47.9,25.2,18.6
2357,PA,York County,11.5,40.6,24.8,23.1
2358,RI,Rhode Island,13.0,27.7,26.8,32.5
2359,RI,Bristol County,9.6,20.9,23.1,46.4
2360,RI,Kent County,8.6,28.5,31.1,31.8
2361,RI,Newport County,6.9,22.9,24.7,45.5
2362,RI,Providence County,16.8,29.6,26.3,27.3
2363,RI,Washington County,6.5,22.9,26.0,44.6
2364,SC,South Carolina,14.0,29.5,30.1,26.5
2365,SC,Abbeville County,21.7,35.2,29.4,13.7
2366,SC,Aiken County,14.5,31.0,29.2,25.3
2367,SC,Allendale County,25.4,40.7,24.1,9.8
2368,SC,Anderson County,16.1,31.9,32.0,20.0
2369,SC,Bamberg County,22.5,28.6,29.9,19.1
2370,SC,Barnwell County,20.4,35.3,31.0,13.2
2371,SC,Beaufort County,7.6,22.7,30.1,39.6
2372,SC,Berkeley County,11.8,30.5,34.7,23.0
2373,SC,Calhoun County,16.1,38.6,28.3,17.0
2374,SC,Charleston County,9.8,21.7,27.4,41.1
2375,SC,Cherokee County,21.8,36.4,25.8,16.0
2376,SC,Chester County,20.4,37.1,28.1,14.4
2377,SC,Chesterfield County,23.4,41.0,24.0,11.5
2378,SC,Clarendon County,20.5,36.5,28.1,15.0
2379,SC,Colleton County,16.4,37.7,30.5,15.3
2380,SC,Darlington County,19.1,35.9,27.9,17.1
2381,SC,Dillon County,27.2,36.2,27.0,9.6
2382,SC,Dorchester County,10.1,28.0,35.5,26.4
2383,SC,Edgefield County,19.7,35.5,26.2,18.6
2384,SC,Fairfield County,17.9,38.7,26.1,17.4
2385,SC,Florence County,15.3,33.2,29.1,22.4
2386,SC,Georgetown County,14.0,29.5,30.4,26.1
2387,SC,Greenville County,13.1,25.3,28.7,32.9
2388,SC,Greenwood County,17.5,29.4,29.6,23.5
2389,SC,Hampton County,20.1,42.2,26.7,11.1
2390,SC,Horry County,11.5,31.8,34.1,22.6
2391,SC,Jasper County,21.6,36.0,27.8,14.5
2392,SC,Kershaw County,14.1,35.9,29.4,20.6
2393,SC,Lancaster County,15.8,33.3,27.6,23.3
2394,SC,Laurens County,20.6,34.7,30.6,14.2
2395,SC,Lee County,22.4,42.4,24.7,10.5
2396,SC,Lexington County,10.8,28.7,30.7,29.9
2397,SC,McCormick County,19.2,30.5,31.7,18.7
2398,SC,Marion County,20.1,36.7,26.9,16.3
2399,SC,Marlboro County,25.5,40.7,25.3,8.4
2400,SC,Newberry County,21.9,35.6,26.2,16.3
2401,SC,Oconee County,16.3,31.4,28.8,23.5
2402,SC,Orangeburg County,15.7,34.0,30.3,20.0
2403,SC,Pickens County,15.8,31.4,29.2,23.6
2404,SC,Richland County,9.4,22.4,30.7,37.5
2405,SC,Saluda County,21.9,36.8,24.7,16.6
2406,SC,Spartanburg County,16.4,29.8,31.0,22.8
2407,SC,Sumter County,17.3,29.6,34.1,19.0
2408,SC,Union County,20.2,39.2,28.2,12.4
2409,SC,Williamsburg County,20.7,40.4,26.4,12.5
2410,SC,York County,11.5,27.4,31.6,29.5
2411,SD,South Dakota,8.8,30.8,32.9,27.5
2412,SD,Aurora County,11.4,36.0,31.9,20.6
2413,SD,Beadle County,16.6,32.5,30.5,20.3
2414,SD,Bennett County,21.1,30.7,30.4,17.8
2415,SD,Bon Homme County,11.0,38.6,32.0,18.3
2416,SD,Brookings County,4.3,26.5,28.3,41.0
2417,SD,Brown County,7.8,32.8,31.6,27.9
2418,SD,Brule County,13.8,29.3,31.3,25.6
2419,SD,Buffalo County,22.5,41.4,28.1,8.1
2420,SD,Butte County,9.0,38.1,33.2,19.7
2421,SD,Campbell County,9.5,40.5,26.2,23.8
2422,SD,Charles Mix County,11.6,38.0,32.2,18.1
2423,SD,Clark County,10.4,39.9,33.0,16.7
2424,SD,Clay County,5.2,23.8,23.2,47.8
2425,SD,Codington County,8.1,37.7,33.2,20.9
2426,SD,Corson County,18.4,34.9,30.4,16.4
2427,SD,Custer County,6.6,29.9,39.0,24.5
2428,SD,Davison County,9.4,27.1,36.8,26.6
2429,SD,Day County,11.1,39.2,32.6,17.1
2430,SD,Deuel County,8.5,41.4,30.4,19.8
2431,SD,Dewey County,15.1,37.0,33.9,14.1
2432,SD,Douglas County,14.3,37.0,28.1,20.6
2433,SD,Edmunds County,11.1,33.0,33.0,22.9
2434,SD,Fall River County,6.9,32.9,36.3,23.9
2435,SD,Faulk County,7.8,33.8,32.3,26.1
2436,SD,Grant County,9.8,43.6,32.0,14.6
2437,SD,Gregory County,11.8,37.3,31.7,19.3
2438,SD,Haakon County,9.3,37.7,33.1,19.9
2439,SD,Hamlin County,7.2,44.2,28.1,20.5
2440,SD,Hand County,8.2,33.4,35.3,23.1
2441,SD,Hanson County,7.8,36.4,34.4,21.4
2442,SD,Harding County,7.0,30.0,33.3,29.7
2443,SD,Hughes County,8.8,27.9,30.4,33.0
2444,SD,Hutchinson County,13.1,36.9,28.4,21.6
2445,SD,Hyde County,7.0,44.2,28.4,20.4
2446,SD,Jackson County,12.6,33.2,35.5,18.6
2447,SD,Jerauld County,11.3,41.6,29.4,17.8
2448,SD,Jones County,8.3,44.3,33.0,14.4
2449,SD,Kingsbury County,9.4,37.6,30.3,22.7
2450,SD,Lake County,6.0,32.1,28.7,33.2
2451,SD,Lawrence County,6.0,31.2,31.2,31.6
2452,SD,Lincoln County,4.9,21.3,32.6,41.2
2453,SD,Lyman County,12.0,39.1,30.7,18.3
2454,SD,McCook County,10.7,32.4,34.4,22.5
2455,SD,McPherson County,21.2,28.8,34.9,15.1
2456,SD,Marshall County,11.0,32.1,34.3,22.6
2457,SD,Meade County,6.6,31.8,37.8,23.8
2458,SD,Mellette County,16.5,40.8,28.7,14.0
2459,SD,Miner County,9.8,38.4,30.2,21.6
2460,SD,Minnehaha County,8.6,28.4,32.8,30.3
2461,SD,Moody County,9.0,32.3,31.9,26.8
2462,SD,Oglala Lakota County,22.1,27.6,39.1,11.2
2463,SD,Pennington County,7.2,27.8,36.0,28.9
2464,SD,Perkins County,10.8,39.5,30.5,19.2
2465,SD,Potter County,8.9,41.6,29.6,20.0
2466,SD,Roberts County,12.9,36.9,34.1,16.0
2467,SD,Sanborn County,10.2,36.8,33.7,19.3
2468,SD,Spink County,7.7,38.1,33.0,21.1
2469,SD,Stanley County,9.2,35.1,28.7,27.0
2470,SD,Sully County,8.3,32.9,33.4,25.3
2471,SD,Todd County,20.7,25.0,38.6,15.7
2472,SD,Tripp County,12.5,37.3,28.8,21.4
2473,SD,Turner County,7.8,35.3,35.4,21.4
2474,SD,Union County,8.7,29.3,31.8,30.1
2475,SD,Walworth County,12.2,36.5,30.7,20.6
2476,SD,Yankton County,8.1,33.3,31.2,27.3
2477,SD,Ziebach County,14.6,39.0,30.8,15.5
2478,TN,Tennessee,14.0,32.8,27.8,25.4
2479,TN,Anderson County,14.5,33.2,28.4,24.0
2480,TN,Bedford County,19.5,41.4,24.8,14.3
2481,TN,Benton County,18.3,46.7,22.8,12.2
2482,TN,Bledsoe County,25.4,41.4,21.9,11.3
2483,TN,Blount County,11.8,34.5,30.5,23.1
2484,TN,Bradley County,16.5,32.7,29.8,20.9
2485,TN,Campbell County,25.6,42.0,21.8,10.6
2486,TN,Cannon County,16.8,45.2,25.0,13.0
2487,TN,Carroll County,21.0,41.2,22.8,15.0
2488,TN,Carter County,18.7,39.4,25.8,16.1
2489,TN,Cheatham County,14.4,37.3,28.8,19.4
2490,TN,Chester County,16.0,38.6,29.6,15.8
2491,TN,Claiborne County,22.8,40.6,23.4,13.2
2492,TN,Clay County,23.7,46.7,15.9,13.7
2493,TN,Cocke County,21.2,46.5,22.0,10.2
2494,TN,Coffee County,14.6,37.5,29.5,18.5
2495,TN,Crockett County,23.5,39.5,23.4,13.6
2496,TN,Cumberland County,16.4,37.8,27.0,18.8
2497,TN,Davidson County,12.5,23.3,26.0,38.2
2498,TN,Decatur County,17.7,46.3,24.7,11.3
2499,TN,DeKalb County,22.0,44.0,19.8,14.2
2500,TN,Dickson County,16.4,44.1,25.4,14.1
2501,TN,Dyer County,16.8,39.2,25.6,18.4
2502,TN,Fayette County,13.8,35.3,28.8,22.1
2503,TN,Fentress County,22.7,45.2,19.6,12.5
2504,TN,Franklin County,14.7,39.3,27.0,19.0
2505,TN,Gibson County,15.2,38.4,29.0,17.3
2506,TN,Giles County,16.7,44.2,25.1,14.0
2507,TN,Grainger County,19.6,44.8,24.0,11.6
2508,TN,Greene County,18.1,43.4,23.8,14.7
2509,TN,Grundy County,26.0,44.0,19.1,11.0
2510,TN,Hamblen County,18.5,41.6,23.9,16.0
2511,TN,Hamilton County,12.2,27.1,31.0,29.6
2512,TN,Hancock County,24.3,40.0,24.4,11.3
2513,TN,Hardeman County,23.0,45.9,20.4,10.8
2514,TN,Hardin County,20.4,42.6,24.3,12.7
2515,TN,Hawkins County,18.0,43.5,25.5,13.0
2516,TN,Haywood County,19.2,44.5,24.4,11.9
2517,TN,Henderson County,19.8,39.7,27.2,13.4
2518,TN,Henry County,15.7,47.3,22.3,14.7
2519,TN,Hickman County,22.8,41.9,23.8,11.4
2520,TN,Houston County,23.1,45.2,21.0,10.7
2521,TN,Humphreys County,16.8,42.5,27.8,12.9
2522,TN,Jackson County,23.4,49.6,18.9,8.0
2523,TN,Jefferson County,16.3,39.2,28.9,15.6
2524,TN,Johnson County,23.7,41.6,24.6,10.1
2525,TN,Knox County,9.4,25.9,29.0,35.7
2526,TN,Lake County,26.9,45.6,18.3,9.1
2527,TN,Lauderdale County,24.5,45.0,21.9,8.6
2528,TN,Lawrence County,20.1,42.9,25.3,11.7
2529,TN,Lewis County,17.4,42.9,27.3,12.3
2530,TN,Lincoln County,16.7,41.2,24.6,17.5
2531,TN,Loudon County,14.7,32.7,27.2,25.4
2532,TN,McMinn County,16.8,43.8,25.7,13.7
2533,TN,McNairy County,19.3,44.7,25.0,11.0
2534,TN,Macon County,24.3,45.2,21.3,9.2
2535,TN,Madison County,11.5,33.6,29.4,25.5
2536,TN,Marion County,21.7,37.0,28.9,12.3
2537,TN,Marshall County,16.0,42.1,27.9,14.0
2538,TN,Maury County,11.8,36.0,32.6,19.6
2539,TN,Meigs County,21.1,44.2,25.8,8.8
2540,TN,Monroe County,20.9,43.0,24.0,12.2
2541,TN,Montgomery County,7.8,30.5,36.4,25.3
2542,TN,Moore County,13.9,40.5,28.4,17.2
2543,TN,Morgan County,20.2,48.4,23.9,7.5
2544,TN,Obion County,17.1,41.9,24.4,16.6
2545,TN,Overton County,21.6,44.4,20.2,13.8
2546,TN,Perry County,24.8,41.3,24.1,9.8
2547,TN,Pickett County,22.7,42.1,26.0,9.2
2548,TN,Polk County,21.0,41.8,27.5,9.7
2549,TN,Putnam County,14.8,38.2,22.6,24.4
2550,TN,Rhea County,24.1,36.9,25.8,13.2
2551,TN,Roane County,14.2,37.4,29.6,18.8
2552,TN,Robertson County,13.5,39.1,29.3,18.1
2553,TN,Rutherford County,9.2,30.2,30.3,30.2
2554,TN,Scott County,22.7,46.7,21.7,8.9
2555,TN,Sequatchie County,18.2,39.1,29.5,13.2
2556,TN,Sevier County,16.5,37.1,28.9,17.5
2557,TN,Shelby County,12.9,26.8,30.1,30.2
2558,TN,Smith County,17.3,46.8,25.2,10.7
2559,TN,Stewart County,13.7,41.6,31.6,13.0
2560,TN,Sullivan County,14.3,35.4,29.0,21.4
2561,TN,Sumner County,10.7,32.2,31.5,25.6
2562,TN,Tipton County,14.3,39.7,30.4,15.6
2563,TN,Trousdale County,20.7,39.4,25.1,14.8
2564,TN,Unicoi County,19.1,40.8,27.5,12.6
2565,TN,Union County,23.1,44.7,22.3,10.0
2566,TN,Van Buren County,19.5,48.1,20.7,11.7
2567,TN,Warren County,21.4,43.2,22.3,13.2
2568,TN,Washington County,11.6,30.6,27.0,30.9
2569,TN,Wayne County,21.5,43.4,24.5,10.6
2570,TN,Weakley County,15.2,40.2,23.5,21.1
2571,TN,White County,17.8,46.2,24.1,11.8
2572,TN,Williamson County,4.4,15.6,23.4,56.6
2573,TN,Wilson County,10.2,30.4,30.5,28.9
2574,TX,Texas,17.7,25.1,29.2,28.1
2575,TX,Anderson County,19.8,36.6,31.9,11.8
2576,TX,Andrews County,26.2,35.6,27.5,10.6
2577,TX,Angelina County,20.1,31.5,32.7,15.7
2578,TX,Aransas County,16.8,28.4,34.6,20.2
2579,TX,Archer County,9.9,34.6,33.7,21.8
2580,TX,Armstrong County,10.2,26.9,39.8,23.1
2581,TX,Atascosa County,24.7,36.1,24.9,14.3
2582,TX,Austin County,17.6,29.2,32.2,21.0
2583,TX,Bailey County,32.4,28.6,28.3,10.7
2584,TX,Bandera County,13.2,30.9,31.9,24.0
2585,TX,Bastrop County,19.4,29.7,32.5,18.4
2586,TX,Baylor County,13.1,30.9,29.4,26.6
2587,TX,Bee County,28.6,33.9,28.6,8.9
2588,TX,Bell County,9.7,27.3,39.7,23.2
2589,TX,Bexar County,16.6,25.3,31.2,26.9
2590,TX,Blanco County,10.1,31.9,29.3,28.8
2591,TX,Borden County,6.7,23.3,33.5,36.5
2592,TX,Bosque County,17.7,34.9,29.7,17.7
2593,TX,Bowie County,12.5,35.6,33.1,18.8
2594,TX,Brazoria County,13.3,26.2,31.8,28.7
2595,TX,Brazos County,14.4,19.6,26.2,39.8
2596,TX,Brewster County,13.6,23.1,27.2,36.0
2597,TX,Briscoe County,22.5,26.6,27.9,23.0
2598,TX,Brooks County,29.6,30.3,25.6,14.6
2599,TX,Brown County,14.9,36.6,30.0,18.5
2600,TX,Burleson County,19.6,39.3,26.4,14.8
2601,TX,Burnet County,13.9,31.4,31.8,23.0
2602,TX,Caldwell County,20.9,36.1,28.3,14.7
2603,TX,Calhoun County,19.5,33.5,31.6,15.4
2604,TX,Callahan County,12.0,40.7,32.6,14.7
2605,TX,Cameron County,34.4,25.0,23.8,16.8
2606,TX,Camp County,18.8,38.1,28.1,15.0
2607,TX,Carson County,7.8,28.1,37.8,26.4
2608,TX,Cass County,14.1,45.0,26.4,14.4
2609,TX,Castro County,29.5,31.8,25.5,13.1
2610,TX,Chambers County,16.2,29.2,33.5,21.1
2611,TX,Cherokee County,20.4,33.7,28.5,17.4
2612,TX,Childress County,14.7,40.6,29.2,15.6
2613,TX,Clay County,10.7,41.9,31.1,16.3
2614,TX,Cochran County,30.0,31.9,28.7,9.5
2615,TX,Coke County,14.7,34.8,30.0,20.5
2616,TX,Coleman County,17.4,40.1,28.2,14.2
2617,TX,Collin County,6.4,15.3,28.0,50.2
2618,TX,Collingsworth County,23.0,28.2,31.8,17.0
2619,TX,Colorado County,18.2,37.5,26.0,18.4
2620,TX,Comal County,8.5,25.6,31.4,34.5
2621,TX,Comanche County,20.1,36.6,26.3,17.0
2622,TX,Concho County,38.6,27.6,22.4,11.5
2623,TX,Cooke County,13.9,29.7,34.8,21.6
2624,TX,Coryell County,12.4,28.2,44.2,15.1
2625,TX,Cottle County,27.8,30.3,25.7,16.2
2626,TX,Crane County,27.2,31.0,29.0,12.9
2627,TX,Crockett County,26.3,34.3,28.3,11.0
2628,TX,Crosby County,27.7,33.4,26.8,12.1
2629,TX,Culberson County,35.1,34.9,22.3,7.7
2630,TX,Dallam County,27.3,29.6,31.3,11.8
2631,TX,Dallas County,22.0,22.5,25.8,29.7
2632,TX,Dawson County,25.9,36.3,25.2,12.6
2633,TX,Deaf Smith County,28.2,31.1,26.5,14.2
2634,TX,Delta County,13.7,35.8,31.9,18.6
2635,TX,Denton County,8.0,19.0,30.9,42.2
2636,TX,DeWitt County,20.1,38.4,26.9,14.6
2637,TX,Dickens County,21.5,31.2,33.0,14.3
2638,TX,Dimmit County,33.4,31.4,24.7,10.5
2639,TX,Donley County,12.7,33.9,36.9,16.5
2640,TX,Duval County,32.9,33.1,25.1,8.9
2641,TX,Eastland County,17.2,33.8,34.4,14.6
2642,TX,Ector County,24.9,29.0,30.9,15.2
2643,TX,Edwards County,24.9,28.9,22.2,24.0
2644,TX,Ellis County,15.4,28.5,34.1,21.9
2645,TX,El Paso County,23.5,24.3,30.4,21.7
2646,TX,Erath County,16.1,24.2,31.6,28.2
2647,TX,Falls County,24.3,36.4,27.5,11.9
2648,TX,Fannin County,17.0,34.7,32.7,15.6
2649,TX,Fayette County,18.3,37.2,27.4,17.1
2650,TX,Fisher County,17.2,32.1,32.3,18.4
2651,TX,Floyd County,26.8,28.4,28.4,16.4
